Record Length,2.500000e+03,,  -0.001910700000,   0.50400,
Sample Interval,9.900000e-07,,  -0.001909710000,   0.50400,
Trigger Point,1.930000000000e+03,,  -0.001908720000,   0.51200,
,,,  -0.001907730000,   0.50400,
,,,  -0.001906740000,   0.51200,
,,,  -0.001905750000,   0.51200,
Source,CH1,,  -0.001904760000,   0.51200,
Vertical Units,V,,  -0.001903770000,   0.51200,
Vertical Scale,2.000000e-01,,  -0.001902780000,   0.50400,
Vertical Offset,0.000000e+00,,  -0.001901790000,   0.51200,
Horizontal Units,s,,  -0.001900800000,   0.51200,
Horizontal Scale,2.475000e-04,,  -0.001899810000,   0.50400,
Pt Fmt,Y,,  -0.001898820000,   0.51200,
Yzero,0.000000e+00,,  -0.001897830000,   0.51200,
Probe Atten,1.000000e+00,,  -0.001896840000,   0.51200,
Model Number,TBS1052B-EDU,,  -0.001895850000,   0.51200,
Serial Number,C050624,,  -0.001894860000,   0.50400,
Firmware Version,FV:v4.06,,  -0.001893870000,   0.51200,
,,,-00.001892880000,   0.50400,
,,,-00.001891890000,   0.51200,
,,,-00.001890900000,   0.51200,
,,,-00.001889910000,   0.51200,
,,,-00.001888920000,   0.51200,
,,,-00.001887930000,   0.51200,
,,,-00.001886940000,   0.51200,
,,,-00.001885950000,   0.50400,
,,,-00.001884960000,   0.51200,
,,,-00.001883970000,   0.51200,
,,,-00.001882980000,   0.50400,
,,,-00.001881990000,   0.51200,
,,,-00.001881000000,   0.51200,
,,,-00.001880010000,   0.50400,
,,,-00.001879020000,   0.51200,
,,,-00.001878030000,   0.51200,
,,,-00.001877040000,   0.51200,
,,,-00.001876050000,   0.50400,
,,,-00.001875060000,   0.51200,
,,,-00.001874070000,   0.51200,
,,,-00.001873080000,   0.50400,
,,,-00.001872090000,   0.51200,
,,,-00.001871100000,   0.51200,
,,,-00.001870110000,   0.51200,
,,,-00.001869120000,   0.51200,
,,,-00.001868130000,   0.51200,
,,,-00.001867140000,   0.51200,
,,,-00.001866150000,   0.50400,
,,,-00.001865160000,   0.50400,
,,,-00.001864170000,   0.50400,
,,,-00.001863180000,   0.51200,
,,,-00.001862190000,   0.50400,
,,,-00.001861200000,   0.51200,
,,,-00.001860210000,   0.50400,
,,,-00.001859220000,   0.51200,
,,,-00.001858230000,   0.51200,
,,,-00.001857240000,   0.51200,
,,,-00.001856250000,   0.51200,
,,,-00.001855260000,   0.51200,
,,,-00.001854270000,   0.51200,
,,,-00.001853280000,   0.51200,
,,,-00.001852290000,   0.51200,
,,,-00.001851300000,   0.51200,
,,,-00.001850310000,   0.51200,
,,,-00.001849320000,   0.50400,
,,,-00.001848330000,   0.51200,
,,,-00.001847340000,   0.51200,
,,,-00.001846350000,   0.50400,
,,,-00.001845360000,   0.51200,
,,,-00.001844370000,   0.50400,
,,,-00.001843380000,   0.50400,
,,,-00.001842390000,   0.51200,
,,,-00.001841400000,   0.51200,
,,,-00.001840410000,   0.51200,
,,,-00.001839420000,   0.51200,
,,,-00.001838430000,   0.51200,
,,,-00.001837440000,   0.51200,
,,,-00.001836450000,   0.51200,
,,,-00.001835460000,   0.51200,
,,,-00.001834470000,   0.50400,
,,,-00.001833480000,   0.51200,
,,,-00.001832490000,   0.51200,
,,,-00.001831500000,   0.51200,
,,,-00.001830510000,   0.51200,
,,,-00.001829520000,   0.51200,
,,,-00.001828530000,   0.51200,
,,,-00.001827540000,   0.50400,
,,,-00.001826550000,   0.51200,
,,,-00.001825560000,   0.50400,
,,,-00.001824570000,   0.51200,
,,,-00.001823580000,   0.50400,
,,,-00.001822590000,   0.51200,
,,,-00.001821600000,   0.51200,
,,,-00.001820610000,   0.50400,
,,,-00.001819620000,   0.51200,
,,,-00.001818630000,   0.51200,
,,,-00.001817640000,   0.51200,
,,,-00.001816650000,   0.51200,
,,,-00.001815660000,   0.51200,
,,,-00.001814670000,   0.50400,
,,,-00.001813680000,   0.51200,
,,,-00.001812690000,   0.51200,
,,,-00.001811700000,   0.51200,
,,,-00.001810710000,   0.50400,
,,,-00.001809720000,   0.51200,
,,,-00.001808730000,   0.51200,
,,,-00.001807740000,   0.51200,
,,,-00.001806750000,   0.50400,
,,,-00.001805760000,   0.51200,
,,,-00.001804770000,   0.51200,
,,,-00.001803780000,   0.51200,
,,,-00.001802790000,   0.51200,
,,,-00.001801800000,   0.50400,
,,,-00.001800810000,   0.51200,
,,,-00.001799820000,   0.51200,
,,,-00.001798830000,   0.51200,
,,,-00.001797840000,   0.51200,
,,,-00.001796850000,   0.51200,
,,,-00.001795860000,   0.51200,
,,,-00.001794870000,   0.51200,
,,,-00.001793880000,   0.51200,
,,,-00.001792890000,   0.51200,
,,,-00.001791900000,   0.51200,
,,,-00.001790910000,   0.50400,
,,,-00.001789920000,   0.51200,
,,,-00.001788930000,   0.51200,
,,,-00.001787940000,   0.51200,
,,,-00.001786950000,   0.50400,
,,,-00.001785960000,   0.51200,
,,,-00.001784970000,   0.50400,
,,,-00.001783980000,   0.50400,
,,,-00.001782990000,   0.51200,
,,,-00.001782000000,   0.51200,
,,,-00.001781010000,   0.51200,
,,,-00.001780020000,   0.51200,
,,,-00.001779030000,   0.51200,
,,,-00.001778040000,   0.51200,
,,,-00.001777050000,   0.51200,
,,,-00.001776060000,   0.51200,
,,,-00.001775070000,   0.51200,
,,,-00.001774080000,   0.50400,
,,,-00.001773090000,   0.51200,
,,,-00.001772100000,   0.51200,
,,,-00.001771110000,   0.51200,
,,,-00.001770120000,   0.51200,
,,,-00.001769130000,   0.51200,
,,,-00.001768140000,   0.51200,
,,,-00.001767150000,   0.51200,
,,,-00.001766160000,   0.51200,
,,,-00.001765170000,   0.51200,
,,,-00.001764180000,   0.51200,
,,,-00.001763190000,   0.51200,
,,,-00.001762200000,   0.51200,
,,,-00.001761210000,   0.51200,
,,,-00.001760220000,   0.51200,
,,,-00.001759230000,   0.50400,
,,,-00.001758240000,   0.51200,
,,,-00.001757250000,   0.51200,
,,,-00.001756260000,   0.51200,
,,,-00.001755270000,   0.51200,
,,,-00.001754280000,   0.51200,
,,,-00.001753290000,   0.51200,
,,,-00.001752300000,   0.50400,
,,,-00.001751310000,   0.51200,
,,,-00.001750320000,   0.51200,
,,,-00.001749330000,   0.51200,
,,,-00.001748340000,   0.51200,
,,,-00.001747350000,   0.51200,
,,,-00.001746360000,   0.51200,
,,,-00.001745370000,   0.51200,
,,,-00.001744380000,   0.51200,
,,,-00.001743390000,   0.51200,
,,,-00.001742400000,   0.51200,
,,,-00.001741410000,   0.51200,
,,,-00.001740420000,   0.51200,
,,,-00.001739430000,   0.51200,
,,,-00.001738440000,   0.51200,
,,,-00.001737450000,   0.51200,
,,,-00.001736460000,   0.51200,
,,,-00.001735470000,   0.51200,
,,,-00.001734480000,   0.51200,
,,,-00.001733490000,   0.51200,
,,,-00.001732500000,   0.51200,
,,,-00.001731510000,   0.51200,
,,,-00.001730520000,   0.51200,
,,,-00.001729530000,   0.50400,
,,,-00.001728540000,   0.51200,
,,,-00.001727550000,   0.50400,
,,,-00.001726560000,   0.51200,
,,,-00.001725570000,   0.51200,
,,,-00.001724580000,   0.51200,
,,,-00.001723590000,   0.51200,
,,,-00.001722600000,   0.51200,
,,,-00.001721610000,   0.51200,
,,,-00.001720620000,   0.51200,
,,,-00.001719630000,   0.51200,
,,,-00.001718640000,   0.51200,
,,,-00.001717650000,   0.51200,
,,,-00.001716660000,   0.51200,
,,,-00.001715670000,   0.51200,
,,,-00.001714680000,   0.50400,
,,,-00.001713690000,   0.51200,
,,,-00.001712700000,   0.51200,
,,,-00.001711710000,   0.51200,
,,,-00.001710720000,   0.51200,
,,,-00.001709730000,   0.51200,
,,,-00.001708740000,   0.51200,
,,,-00.001707750000,   0.51200,
,,,-00.001706760000,   0.51200,
,,,-00.001705770000,   0.51200,
